aliquot_barcode	true_mutation_count	case_barcode	timepoint
GLSS-MD-0093-R1-01D-WXS-PR89I0	453	GLSS-MD-0093	R1
GLSS-MD-0093-TP-01D-WXS-YMF2N3	453	GLSS-MD-0093	TP
GLSS-MD-0094-NB-01D-WXS-NXSG6J	517	GLSS-MD-0094	NB
GLSS-MD-0094-R1-01D-WXS-K7SI29	517	GLSS-MD-0094	R1
GLSS-MD-0094-TP-01D-WXS-VVCCM6	517	GLSS-MD-0094	TP
GLSS-MD-0096-NB-01D-WXS-PQ7BF1	16011	GLSS-MD-0096	NB
GLSS-MD-0096-R1-01D-WXS-E64XLU	16011	GLSS-MD-0096	R1
GLSS-MD-0097-NB-01D-WXS-DOHYSS	1071	GLSS-MD-0097	NB
GLSS-MD-0097-R1-01D-WXS-NH5UNL	1071	GLSS-MD-0097	R1
GLSS-MD-0097-TP-01D-WXS-CLR2TN	1071	GLSS-MD-0097	TP
GLSS-MD-0109-NB-01D-WXS-J82D87	648	GLSS-MD-0109	NB
GLSS-MD-0109-R1-02D-WXS-BRRZIK	648	GLSS-MD-0109	R1
GLSS-MD-0112-NB-01D-WGS-CDM1PT	18438	GLSS-MD-0112	NB
GLSS-MD-0112-NB-01D-WXS-Y6PUVW	18438	GLSS-MD-0112	NB
GLSS-MD-0112-R1-01D-WGS-YG70ME	18438	GLSS-MD-0112	R1
GLSS-MD-0112-R1-01D-WXS-GI18JQ	18438	GLSS-MD-0112	R1
GLSS-MD-0112-TP-01D-WGS-WIQ0DD	18438	GLSS-MD-0112	TP
GLSS-MD-0112-TP-01D-WXS-P1B0I2	18438	GLSS-MD-0112	TP
GLSS-MD-0113-NB-01D-WXS-QHJZ8J	849	GLSS-MD-0113	NB
GLSS-MD-0113-R1-01D-WXS-OS8XKL	849	GLSS-MD-0113	R1
GLSS-MD-0113-R4-01D-WXS-X31NXD	849	GLSS-MD-0113	R4
GLSS-MD-0114-NB-01D-WXS-RWIQ8P	398	GLSS-MD-0114	NB
GLSS-MD-0114-R1-01D-WXS-T38ZSM	398	GLSS-MD-0114	R1
GLSS-MD-0116-NM-01D-WXS-JW4U3F	257	GLSS-MD-0116	NM
GLSS-MD-0116-R1-01D-WXS-CCI20U	257	GLSS-MD-0116	R1
GLSS-MD-0119-NB-01D-WXS-9WLMM4	394	GLSS-MD-0119	NB
GLSS-MD-0119-R1-01D-WXS-7FEZ6Z	394	GLSS-MD-0119	R1
GLSS-MD-0120-NB-01D-WXS-MT8F6E	7035	GLSS-MD-0120	NB
GLSS-MD-0120-R1-01D-WXS-V0K1JC	7035	GLSS-MD-0120	R1
GLSS-MD-0126-NB-01D-WXS-SBCS8G	407	GLSS-MD-0126	NB
GLSS-MD-0126-R1-01D-WXS-O5EYKR	407	GLSS-MD-0126	R1
GLSS-MD-0138-NB-01D-WXS-0CCFZ2	342	GLSS-MD-0138	NB
GLSS-MD-0138-R1-01D-WXS-JT1ZPW	342	GLSS-MD-0138	R1
GLSS-MD-0140-NB-01D-WXS-5FZDO9	17	GLSS-MD-0140	NB
GLSS-MD-0140-R1-01D-WXS-WZMGLC	17	GLSS-MD-0140	R1
GLSS-MD-0141-NB-01D-WXS-7LKF8Q	569	GLSS-MD-0141	NB
GLSS-MD-0141-R1-01D-WXS-5AABBE	569	GLSS-MD-0141	R1
GLSS-MD-LP01-NB-01D-WXS-1Q8GNZ	1048	GLSS-MD-LP01	NB
GLSS-MD-LP01-R1-01D-WXS-ONMB78	1048	GLSS-MD-LP01	R1
GLSS-MD-LP01-TP-01D-WXS-RFYAC8	1048	GLSS-MD-LP01	TP
GLSS-MD-LP02-NB-01D-WXS-QWL7R8	1249	GLSS-MD-LP02	NB
GLSS-MD-LP02-R1-01D-WXS-ZGA0ZV	1249	GLSS-MD-LP02	R1
GLSS-MD-LP02-TP-01D-WXS-OC178I	1249	GLSS-MD-LP02	TP
GLSS-MD-LP04-NB-01D-WXS-XXSLS8	565	GLSS-MD-LP04	NB
GLSS-MD-LP04-R1-01D-WXS-V7XG09	565	GLSS-MD-LP04	R1
GLSS-MD-LP04-TP-01D-WXS-05SV1D	565	GLSS-MD-LP04	TP
GLSS-MD-LP10-NB-01D-WXS-TGCOXW	466	GLSS-MD-LP10	NB
GLSS-MD-LP10-R1-01D-WXS-K07GLN	466	GLSS-MD-LP10	R1
GLSS-MD-LP10-TP-01D-WXS-2KGBKN	466	GLSS-MD-LP10	TP
GLSS-MG-0001-NM-01D-WXS-3LBSUO	371	GLSS-MG-0001	NM
GLSS-MG-0001-R1-01D-WXS-KUUHMO	371	GLSS-MG-0001	R1
GLSS-MG-0001-TP-01D-WXS-7CRPEF	371	GLSS-MG-0001	TP
GLSS-MG-0002-NM-01D-WXS-QU59BY	281	GLSS-MG-0002	NM
GLSS-MG-0002-R1-01D-WXS-MLW9TC	281	GLSS-MG-0002	R1
GLSS-MG-0002-TP-01D-WXS-W3JS2F	281	GLSS-MG-0002	TP
GLSS-MG-0003-NB-01D-WXS-JBLWXQ	325	GLSS-MG-0003	NB
GLSS-MG-0003-R1-01D-WXS-Y1TGHY	325	GLSS-MG-0003	R1
GLSS-MG-0003-TP-01D-WXS-SRC20T	325	GLSS-MG-0003	TP
GLSS-MG-0005-NM-01D-WXS-8MGILN	424	GLSS-MG-0005	NM
GLSS-MG-0005-R1-01D-WXS-8KI783	424	GLSS-MG-0005	R1
GLSS-MG-0005-TP-01D-WXS-MD8RED	424	GLSS-MG-0005	TP
GLSS-MG-0006-NB-01D-WXS-O1NX5D	473	GLSS-MG-0006	NB
GLSS-MG-0006-R1-01D-WXS-072BAX	473	GLSS-MG-0006	R1
GLSS-MG-0006-TP-01D-WXS-VSER24	473	GLSS-MG-0006	TP
GLSS-MG-0007-NB-01D-WXS-JCT0FX	243	GLSS-MG-0007	NB
GLSS-MG-0007-R2-01D-WXS-5XV0I5	243	GLSS-MG-0007	R2
GLSS-MG-0007-TP-01D-WXS-BNZXM5	243	GLSS-MG-0007	TP
GLSS-MG-0008-NM-01D-WXS-RRRNBZ	312	GLSS-MG-0008	NM
GLSS-MG-0008-R1-01D-WXS-KRZ231	312	GLSS-MG-0008	R1
GLSS-MG-0009-NM-01D-WXS-5A0TO0	204	GLSS-MG-0009	NM
GLSS-MG-0009-R1-01D-WXS-T777VC	204	GLSS-MG-0009	R1
GLSS-MG-0009-TP-01D-WXS-A83E13	204	GLSS-MG-0009	TP
GLSS-MG-0010-NM-01D-WXS-UPUSKI	248	GLSS-MG-0010	NM
GLSS-MG-0010-R1-01D-WXS-QLBYAS	248	GLSS-MG-0010	R1
GLSS-MG-0010-TP-01D-WXS-V8HH7C	248	GLSS-MG-0010	TP
GLSS-MG-0011-NM-01D-WXS-0T5LYW	195	GLSS-MG-0011	NM
GLSS-MG-0011-R1-01D-WXS-8NM6IG	195	GLSS-MG-0011	R1
GLSS-MG-0011-TP-01D-WXS-3B08NI	195	GLSS-MG-0011	TP
GLSS-MG-0014-NM-01D-WXS-J4U2LC	251	GLSS-MG-0014	NM
GLSS-MG-0014-R2-01D-WXS-6SSRPR	251	GLSS-MG-0014	R2
GLSS-MG-0015-NB-01D-WXS-A379YJ	423	GLSS-MG-0015	NB
GLSS-MG-0015-R1-01D-WXS-K1FPBB	423	GLSS-MG-0015	R1
GLSS-MG-0015-TP-01D-WXS-XPXMSK	423	GLSS-MG-0015	TP
GLSS-NS-0001-NB-01D-WGS-6V35UM	29882	GLSS-NS-0001	NB
GLSS-NS-0001-R1-01D-WGS-BTT5FG	29882	GLSS-NS-0001	R1
GLSS-NS-0001-R2-01D-WGS-VEOP01	29882	GLSS-NS-0001	R2
GLSS-NS-0001-TP-01D-WGS-5A5UN4	29882	GLSS-NS-0001	TP
GLSS-SF-0001-NM-01D-WXS-4MDM5Q	7111	GLSS-SF-0001	NM
GLSS-SF-0001-R1-01D-WXS-PUNEIR	7111	GLSS-SF-0001	R1
GLSS-SF-0001-TP-01D-WXS-F99505	7111	GLSS-SF-0001	TP
GLSS-SF-0002-NM-01D-WXS-S69RA1	117	GLSS-SF-0002	NM
GLSS-SF-0002-R1-01D-WXS-6KLY6J	117	GLSS-SF-0002	R1
GLSS-SF-0002-TP-01D-WXS-EC52GX	117	GLSS-SF-0002	TP
GLSS-SF-0004-NM-01D-WXS-Z9W78K	414	GLSS-SF-0004	NM
GLSS-SF-0004-R1-01D-WXS-XMXOQ8	414	GLSS-SF-0004	R1
GLSS-SF-0004-R2-01D-WXS-5WQPVK	414	GLSS-SF-0004	R2
GLSS-SF-0004-R3-01D-WXS-4F8MUY	414	GLSS-SF-0004	R3
GLSS-SF-0004-TP-01D-WXS-78O1ND	414	GLSS-SF-0004	TP
GLSS-SF-0005-NB-01D-WXS-XQYY8D	5916	GLSS-SF-0005	NB
GLSS-SF-0005-R1-01D-WXS-5SB5V7	5916	GLSS-SF-0005	R1
GLSS-SF-0005-TP-01D-WXS-0TWD9H	5916	GLSS-SF-0005	TP
GLSS-SF-0006-NM-01D-WXS-62UG2B	121	GLSS-SF-0006	NM
GLSS-SF-0006-R1-01D-WXS-H09GIV	121	GLSS-SF-0006	R1
GLSS-SF-0006-TP-01D-WXS-DPZUQR	121	GLSS-SF-0006	TP
GLSS-SF-0007-NB-01D-WXS-X6UWRM	512	GLSS-SF-0007	NB
GLSS-SF-0007-R1-01D-WXS-2GZMIF	512	GLSS-SF-0007	R1
GLSS-SF-0007-TP-01D-WXS-HSNHN7	512	GLSS-SF-0007	TP
GLSS-SF-0008-NM-01D-WXS-DW6BI2	243	GLSS-SF-0008	NM
GLSS-SF-0008-R1-01D-WXS-FEWO0E	243	GLSS-SF-0008	R1
GLSS-SF-0008-TP-01D-WXS-9702S9	243	GLSS-SF-0008	TP
GLSS-SF-0009-NM-01D-WXS-7GX8PR	210	GLSS-SF-0009	NM
GLSS-SF-0009-R1-01D-WXS-5VVKB4	210	GLSS-SF-0009	R1
GLSS-SF-0009-TP-01D-WXS-31SKZ3	210	GLSS-SF-0009	TP
GLSS-SF-0010-NM-01D-WXS-34ONDQ	9546	GLSS-SF-0010	NM
GLSS-SF-0010-R1-01D-WXS-4GJVKE	9546	GLSS-SF-0010	R1
GLSS-SF-0010-TP-01D-WXS-XAUHJB	9546	GLSS-SF-0010	TP
GLSS-SF-0011-NM-01D-WXS-BEDYB6	185	GLSS-SF-0011	NM
GLSS-SF-0011-R1-01D-WXS-MOTXHW	185	GLSS-SF-0011	R1
GLSS-SF-0011-TP-01D-WXS-YIYP4N	185	GLSS-SF-0011	TP
GLSS-SF-0012-NM-01D-WXS-6TVA83	202	GLSS-SF-0012	NM
GLSS-SF-0012-R1-01D-WXS-M12I6U	202	GLSS-SF-0012	R1
GLSS-SF-0012-TP-01D-WXS-SRHC7M	202	GLSS-SF-0012	TP
GLSS-SF-0013-NM-01D-WXS-SH8I83	242	GLSS-SF-0013	NM
GLSS-SF-0013-R1-01D-WXS-L8P0AA	242	GLSS-SF-0013	R1
GLSS-SF-0013-TP-01D-WXS-5X46IS	242	GLSS-SF-0013	TP
GLSS-SF-0015-NM-01D-WXS-JVDQJW	217	GLSS-SF-0015	NM
GLSS-SF-0015-R1-01D-WXS-3OV08S	217	GLSS-SF-0015	R1
GLSS-SF-0015-TP-01D-WXS-4C169X	217	GLSS-SF-0015	TP
GLSS-SF-0016-NB-01D-WXS-NGVW78	206	GLSS-SF-0016	NB
GLSS-SF-0016-R1-01D-WXS-MEQ5DP	206	GLSS-SF-0016	R1
GLSS-SF-0016-TP-01D-WXS-K4PGE4	206	GLSS-SF-0016	TP
GLSS-SF-0017-NB-01D-WXS-BP980T	390	GLSS-SF-0017	NB
GLSS-SF-0017-R1-01D-WXS-GS3ZR5	390	GLSS-SF-0017	R1
GLSS-SF-0017-R2-01D-WXS-B07OW0	390	GLSS-SF-0017	R2
GLSS-SF-0017-R3-01D-WXS-1GIK2T	390	GLSS-SF-0017	R3
GLSS-SF-0017-R4-01D-WXS-538EL1	390	GLSS-SF-0017	R4
GLSS-SF-0017-TP-01D-WXS-D3XB6V	390	GLSS-SF-0017	TP
GLSS-SF-0017-TP-02D-WXS-1WBWT2	390	GLSS-SF-0017	TP
GLSS-SF-0017-TP-03D-WXS-XV1H44	390	GLSS-SF-0017	TP
GLSS-SF-0018-NB-01D-WXS-1BBMAN	8045	GLSS-SF-0018	NB
GLSS-SF-0018-R1-01D-WXS-CLV5YX	8045	GLSS-SF-0018	R1
GLSS-SF-0018-TP-01D-WXS-KN7XVP	8045	GLSS-SF-0018	TP
GLSS-SF-0018-TP-02D-WXS-AISFK3	8045	GLSS-SF-0018	TP
GLSS-SF-0018-TP-03D-WXS-WN0IY6	8045	GLSS-SF-0018	TP
GLSS-SF-0018-TP-04D-WXS-N0TKKO	8045	GLSS-SF-0018	TP
GLSS-SF-0020-NB-01D-WXS-MH9FF6	255	GLSS-SF-0020	NB
GLSS-SF-0020-R1-01D-WXS-M3MLAF	255	GLSS-SF-0020	R1
GLSS-SF-0020-TP-01D-WXS-K8Y64B	255	GLSS-SF-0020	TP
GLSS-SF-0021-NB-01D-WXS-3VFXK9	5172	GLSS-SF-0021	NB
GLSS-SF-0021-R1-01D-WXS-L2RH7S	5172	GLSS-SF-0021	R1
GLSS-SF-0021-TP-01D-WXS-C6VWGG	5172	GLSS-SF-0021	TP
GLSS-SF-0024-NB-01D-WXS-UZHID8	15109	GLSS-SF-0024	NB
GLSS-SF-0024-R1-01D-WXS-3Z2SQY	15109	GLSS-SF-0024	R1
GLSS-SF-0024-R2-01D-WXS-LJCU73	15109	GLSS-SF-0024	R2
GLSS-SF-0024-TP-01D-WXS-BIE2XK	15109	GLSS-SF-0024	TP
GLSS-SF-0025-NB-01D-WXS-NSESK8	684	GLSS-SF-0025	NB
GLSS-SF-0025-R1-01D-WXS-8OMVL5	684	GLSS-SF-0025	R1
GLSS-SF-0025-TP-01D-WXS-QRHTEC	684	GLSS-SF-0025	TP
GLSS-SF-0026-NB-01D-WXS-8BWGSN	358	GLSS-SF-0026	NB
GLSS-SF-0026-R1-01D-WXS-AXDNA7	358	GLSS-SF-0026	R1
GLSS-SF-0026-R1-02D-WXS-C4YOGE	358	GLSS-SF-0026	R1
GLSS-SF-0026-TP-01D-WXS-7VO69E	358	GLSS-SF-0026	TP
GLSS-SF-0026-TP-02D-WXS-MFBAU1	358	GLSS-SF-0026	TP
GLSS-SF-0027-NB-01D-WXS-FMUF5J	453	GLSS-SF-0027	NB
GLSS-SF-0027-R1-01D-WXS-DXCHYH	453	GLSS-SF-0027	R1
GLSS-SF-0027-R1-02D-WXS-4JR146	453	GLSS-SF-0027	R1
GLSS-SF-0027-TP-01D-WXS-QW4L0L	453	GLSS-SF-0027	TP
GLSS-SF-0027-TP-02D-WXS-9UMST7	453	GLSS-SF-0027	TP
GLSS-SF-0028-NB-01D-WXS-YALILS	313	GLSS-SF-0028	NB
GLSS-SF-0028-R1-01D-WXS-QL95F2	313	GLSS-SF-0028	R1
GLSS-SF-0028-TP-01D-WXS-MURKV4	313	GLSS-SF-0028	TP
GLSS-SF-0029-NB-01D-WXS-XVRDJ8	394	GLSS-SF-0029	NB
GLSS-SF-0029-R1-01D-WXS-ZVHMTT	394	GLSS-SF-0029	R1
GLSS-SF-0029-TP-01D-WXS-RS22IE	394	GLSS-SF-0029	TP
GLSS-SF-0032-NB-01D-WXS-Z2P0I3	392	GLSS-SF-0032	NB
GLSS-SF-0032-R1-01D-WXS-2Z6C1O	392	GLSS-SF-0032	R1
GLSS-SF-0032-TP-01D-WXS-QSXK5U	392	GLSS-SF-0032	TP
GLSS-SF-0039-NB-01D-WXS-MG8UAN	173	GLSS-SF-0039	NB
GLSS-SF-0039-R1-01D-WXS-7FTNOF	173	GLSS-SF-0039	R1
GLSS-SF-0039-TP-01D-WXS-TBB44D	173	GLSS-SF-0039	TP
GLSS-SF-0058-NB-01D-WXS-8IV90F	423	GLSS-SF-0058	NB
GLSS-SF-0058-R1-01D-WXS-N2AFHP	423	GLSS-SF-0058	R1
GLSS-SF-0058-TP-01D-WXS-O9J9FW	423	GLSS-SF-0058	TP
GLSS-SF-0060-NB-01D-WXS-Z0J9ZK	332	GLSS-SF-0060	NB
GLSS-SF-0060-R1-01D-WXS-YKJ50W	332	GLSS-SF-0060	R1
GLSS-SF-0060-TP-01D-WXS-F9T3B8	332	GLSS-SF-0060	TP
GLSS-SF-0065-NB-01D-WXS-2S2JGV	410	GLSS-SF-0065	NB
GLSS-SF-0065-R1-01D-WXS-E4LW7E	410	GLSS-SF-0065	R1
GLSS-SF-0065-TP-01D-WXS-1VUWY9	410	GLSS-SF-0065	TP
GLSS-SF-0069-NB-01D-WXS-6ZYN3I	214	GLSS-SF-0069	NB
GLSS-SF-0069-R1-01D-WXS-PLEIXJ	214	GLSS-SF-0069	R1
GLSS-SF-0069-TP-01D-WXS-JF8SSL	214	GLSS-SF-0069	TP
GLSS-SF-0081-NB-01D-WXS-1Z21E3	918	GLSS-SF-0081	NB
GLSS-SF-0081-R1-01D-WXS-XZI765	918	GLSS-SF-0081	R1
GLSS-SF-0081-TP-01D-WXS-RFB24P	918	GLSS-SF-0081	TP
GLSS-SF-0131-NB-01D-WXS-8SXXXG	349	GLSS-SF-0131	NB
GLSS-SF-0131-R1-01D-WXS-LK7F32	349	GLSS-SF-0131	R1
GLSS-SF-0131-TP-01D-WXS-3LDK21	349	GLSS-SF-0131	TP
GLSS-SF-0157-NB-01D-WXS-RMV94N	908	GLSS-SF-0157	NB
GLSS-SF-0157-R1-01D-WXS-KSIL82	908	GLSS-SF-0157	R1
GLSS-SF-0157-TP-01D-WXS-NMIZPV	908	GLSS-SF-0157	TP
GLSS-SF-0159-NB-01D-WXS-O2BKUZ	242	GLSS-SF-0159	NB
GLSS-SF-0159-R1-01D-WXS-H36CYT	242	GLSS-SF-0159	R1
GLSS-SF-0159-TP-01D-WXS-5CJXK9	242	GLSS-SF-0159	TP
GLSS-SF-0161-NB-01D-WXS-W1ZTG0	1910	GLSS-SF-0161	NB
GLSS-SF-0161-R1-01D-WXS-XPZCXZ	1910	GLSS-SF-0161	R1
GLSS-SF-0161-TP-01D-WXS-S3V1GH	1910	GLSS-SF-0161	TP
GLSS-SF-0163-NB-01D-WXS-4IYFTL	395	GLSS-SF-0163	NB
GLSS-SF-0163-R1-01D-WXS-OVVNPJ	395	GLSS-SF-0163	R1
GLSS-SF-0163-TP-01D-WXS-N80CE4	395	GLSS-SF-0163	TP
GLSS-SF-0170-NB-01D-WXS-FO3FK6	4309	GLSS-SF-0170	NB
GLSS-SF-0170-R1-01D-WXS-1NVL4F	4309	GLSS-SF-0170	R1
GLSS-SF-0170-TP-01D-WXS-2LVMI1	4309	GLSS-SF-0170	TP
GLSS-SF-0334-NB-01D-WXS-0VA7HT	293	GLSS-SF-0334	NB
GLSS-SF-0334-R1-01D-WXS-0L7YS5	293	GLSS-SF-0334	R1
GLSS-SF-0334-TP-01D-WXS-YSQ33X	293	GLSS-SF-0334	TP
GLSS-SF-0338-NB-01D-WXS-ZFG5XX	898	GLSS-SF-0338	NB
GLSS-SF-0338-R1-01D-WXS-MG249I	898	GLSS-SF-0338	R1
GLSS-SF-0338-TP-01D-WXS-XV38AN	898	GLSS-SF-0338	TP
GLSS-SF-0339-NB-01D-WXS-7P0L1P	781	GLSS-SF-0339	NB
GLSS-SF-0339-R1-01D-WXS-VEE4IP	781	GLSS-SF-0339	R1
GLSS-SF-0339-TP-01D-WXS-3GNODK	781	GLSS-SF-0339	TP
GLSS-SM-R056-NB-01D-WXS-K364IP	684	GLSS-SM-R056	NB
GLSS-SM-R056-R2-01D-WXS-A7U2KL	684	GLSS-SM-R056	R2
GLSS-SM-R056-R3-01D-WXS-WNEBQS	684	GLSS-SM-R056	R3
GLSS-SM-R056-TP-01D-WXS-1BJVV2	684	GLSS-SM-R056	TP
GLSS-SM-R057-NB-01D-WXS-HFFVQW	300	GLSS-SM-R057	NB
GLSS-SM-R057-R2-01D-WXS-QYN028	300	GLSS-SM-R057	R2
GLSS-SM-R057-TP-01D-WXS-8RSLYG	300	GLSS-SM-R057	TP
GLSS-SM-R058-NB-01D-WXS-ZGFK9R	176	GLSS-SM-R058	NB
GLSS-SM-R058-R1-01D-WXS-USW92T	176	GLSS-SM-R058	R1
GLSS-SM-R058-TP-01D-WXS-8BTMFP	176	GLSS-SM-R058	TP
GLSS-SM-R060-NB-01D-WXS-Z1O31A	483	GLSS-SM-R060	NB
GLSS-SM-R060-R1-01D-WXS-MHAES3	483	GLSS-SM-R060	R1
GLSS-SM-R060-R3-01D-WXS-UXGCSX	483	GLSS-SM-R060	R3
GLSS-SM-R060-TP-01D-WXS-WWG8SV	483	GLSS-SM-R060	TP
GLSS-SM-R061-NB-01D-WXS-PPF7G4	476	GLSS-SM-R061	NB
GLSS-SM-R061-R1-01D-WXS-T05F82	476	GLSS-SM-R061	R1
GLSS-SM-R061-TP-01D-WXS-UZBY1Q	476	GLSS-SM-R061	TP
GLSS-SM-R062-NB-01D-WXS-KGYW6U	227	GLSS-SM-R062	NB
GLSS-SM-R062-R1-01D-WXS-PFNWTK	227	GLSS-SM-R062	R1
GLSS-SM-R062-TP-01D-WXS-GVGM68	227	GLSS-SM-R062	TP
GLSS-SM-R063-NB-01D-WXS-AOQAVL	182	GLSS-SM-R063	NB
GLSS-SM-R063-R1-01D-WXS-SF2PHH	182	GLSS-SM-R063	R1
GLSS-SM-R063-TP-01D-WXS-UQC9Y9	182	GLSS-SM-R063	TP
GLSS-SM-R064-NB-01D-WXS-L80UCS	740	GLSS-SM-R064	NB
GLSS-SM-R064-R1-01D-WXS-GFA2BL	740	GLSS-SM-R064	R1
GLSS-SM-R064-R2-01D-WXS-606Z2Z	740	GLSS-SM-R064	R2
GLSS-SM-R064-TP-01D-WXS-16OKWU	740	GLSS-SM-R064	TP
GLSS-SM-R065-NB-01D-WXS-BFBREM	277	GLSS-SM-R065	NB
GLSS-SM-R065-R1-01D-WXS-1VWQ26	277	GLSS-SM-R065	R1
GLSS-SM-R065-TP-01D-WXS-4X5O86	277	GLSS-SM-R065	TP
GLSS-SM-R066-NB-01D-WXS-JP7BU6	390	GLSS-SM-R066	NB
GLSS-SM-R066-R1-01D-WXS-2R3RRY	390	GLSS-SM-R066	R1
GLSS-SM-R066-TP-01D-WXS-YJN4OE	390	GLSS-SM-R066	TP
GLSS-SM-R067-NB-01D-WXS-UMBRDN	121	GLSS-SM-R067	NB
GLSS-SM-R067-R1-01D-WXS-WG6N7X	121	GLSS-SM-R067	R1
GLSS-SM-R067-TP-01D-WXS-LTGC1O	121	GLSS-SM-R067	TP
GLSS-SM-R068-NB-01D-WXS-U9NR46	389	GLSS-SM-R068	NB
GLSS-SM-R068-R1-01D-WXS-KBROK6	389	GLSS-SM-R068	R1
GLSS-SM-R068-TP-01D-WXS-5G9ZR6	389	GLSS-SM-R068	TP
GLSS-SM-R069-NB-01D-WXS-DJORZI	269	GLSS-SM-R069	NB
GLSS-SM-R069-R2-01D-WXS-HN45QX	269	GLSS-SM-R069	R2
GLSS-SM-R069-TP-01D-WXS-EIPTR4	269	GLSS-SM-R069	TP
GLSS-SM-R070-NB-01D-WXS-1RHK9T	450	GLSS-SM-R070	NB
GLSS-SM-R070-R1-01D-WXS-83NH8Q	450	GLSS-SM-R070	R1
GLSS-SM-R070-TP-01D-WXS-VLPMYS	450	GLSS-SM-R070	TP
GLSS-SM-R071-NB-01D-WXS-5XWA0S	519	GLSS-SM-R071	NB
GLSS-SM-R071-R1-01D-WXS-LZGI7S	519	GLSS-SM-R071	R1
GLSS-SM-R071-TP-01D-WXS-45QCP2	519	GLSS-SM-R071	TP
GLSS-SM-R072-NB-01D-WXS-ADBSXE	304	GLSS-SM-R072	NB
GLSS-SM-R072-R1-01D-WXS-XOT8LM	304	GLSS-SM-R072	R1
GLSS-SM-R072-TP-01D-WXS-QZZEMI	304	GLSS-SM-R072	TP
GLSS-SM-R075-NB-01D-WXS-5GAPIS	349	GLSS-SM-R075	NB
GLSS-SM-R075-R1-01D-WXS-9J2QDT	349	GLSS-SM-R075	R1
GLSS-SM-R075-TP-01D-WXS-06ZEZS	349	GLSS-SM-R075	TP
GLSS-SM-R076-NB-01D-WXS-SM3X6M	199	GLSS-SM-R076	NB
GLSS-SM-R076-R1-01D-WXS-1G879E	199	GLSS-SM-R076	R1
GLSS-SM-R076-R3-01D-WXS-9993HH	199	GLSS-SM-R076	R3
GLSS-SM-R095-NB-01D-WXS-DSOZE9	58	GLSS-SM-R095	NB
GLSS-SM-R095-R1-01D-WXS-2E7A4I	58	GLSS-SM-R095	R1
GLSS-SM-R095-TP-01D-WXS-KK4AF3	58	GLSS-SM-R095	TP
GLSS-SM-R096-NB-01D-WXS-RGCBQZ	110	GLSS-SM-R096	NB
GLSS-SM-R096-R1-01D-WXS-M2RDCL	110	GLSS-SM-R096	R1
GLSS-SM-R096-TP-01D-WXS-VT1QFY	110	GLSS-SM-R096	TP
GLSS-SM-R097-NB-01D-WXS-JULNOM	244	GLSS-SM-R097	NB
GLSS-SM-R097-R1-01D-WXS-6RUXOY	244	GLSS-SM-R097	R1
GLSS-SM-R097-TP-01D-WXS-CS9Y06	244	GLSS-SM-R097	TP
GLSS-SM-R098-NB-01D-WXS-3PISM5	304	GLSS-SM-R098	NB
GLSS-SM-R098-R1-01D-WXS-B8VUNO	304	GLSS-SM-R098	R1
GLSS-SM-R098-R2-01D-WXS-462GI8	304	GLSS-SM-R098	R2
GLSS-SM-R099-NB-01D-WXS-EM5FLL	161	GLSS-SM-R099	NB
GLSS-SM-R099-R1-01D-WXS-I52D70	161	GLSS-SM-R099	R1
GLSS-SM-R099-TP-01D-WXS-5Z45O8	161	GLSS-SM-R099	TP
GLSS-SM-R100-NB-01D-WXS-1DLJAD	165	GLSS-SM-R100	NB
GLSS-SM-R100-R1-01D-WXS-O61DWB	165	GLSS-SM-R100	R1
GLSS-SM-R100-TP-01D-WXS-9D7AET	165	GLSS-SM-R100	TP
GLSS-SM-R101-NB-01D-WXS-SOWHPE	751	GLSS-SM-R101	NB
GLSS-SM-R101-R1-01D-WXS-04ZGTS	751	GLSS-SM-R101	R1
GLSS-SM-R101-R1-02D-WXS-PUTOC9	751	GLSS-SM-R101	R1
GLSS-SM-R101-TP-01D-WXS-QXZ8TD	751	GLSS-SM-R101	TP
GLSS-SM-R101-TP-02D-WXS-TKL136	751	GLSS-SM-R101	TP
GLSS-SM-R102-NB-01D-WXS-HRA7BZ	255	GLSS-SM-R102	NB
GLSS-SM-R102-TP-01D-WXS-LRPVGZ	255	GLSS-SM-R102	TP
GLSS-SM-R103-NB-01D-WXS-N9ED2L	161	GLSS-SM-R103	NB
GLSS-SM-R103-R1-01D-WXS-0YX7OK	161	GLSS-SM-R103	R1
GLSS-SM-R103-TP-01D-WXS-TBB9NO	161	GLSS-SM-R103	TP
GLSS-SM-R104-NB-01D-WXS-1XL8IS	232	GLSS-SM-R104	NB
GLSS-SM-R104-R1-01D-WXS-PT2HTZ	232	GLSS-SM-R104	R1
GLSS-SM-R104-TP-01D-WXS-5BHW5V	232	GLSS-SM-R104	TP
GLSS-SM-R105-NB-01D-WXS-VVFNHP	329	GLSS-SM-R105	NB
GLSS-SM-R105-R1-01D-WXS-6TAQGJ	329	GLSS-SM-R105	R1
GLSS-SM-R105-R2-01D-WXS-Y9SY6I	329	GLSS-SM-R105	R2
GLSS-SM-R106-NB-01D-WXS-U20D5V	324	GLSS-SM-R106	NB
GLSS-SM-R106-R1-01D-WXS-B6X7IN	324	GLSS-SM-R106	R1
GLSS-SM-R106-TP-01D-WXS-8H4HYR	324	GLSS-SM-R106	TP
GLSS-SM-R107-NB-01D-WXS-CT7ZCG	315	GLSS-SM-R107	NB
